Customer_ID,Age,Gender,City,Region,Education,Occupation,Income_Bracket,Customer_Segment
CUST02412,44,Male,Kochi,South,Diploma,IT Professional,Medium,New
CUST02413,48,Male,Hyderabad,South,Master,Engineer,Low,New
CUST02414,48,Male,Chandigarh,North,Diploma,Healthcare Professional,Medium,New
CUST02415,42,Male,Bengaluru,South,Bachelor,Student,Low,Regular
CUST02416,42,Female,Patna,East,Bachelor,Private Employee,Medium,Regular
CUST02417,63,Male,Hyderabad,South,High School,Engineer,Low,Regular
CUST02418,30,Male,Chennai,South,Master,Business Owner,High,Regular
CUST02419,19,Male,Hyderabad,South,Diploma,Retired,High,Premium
CUST02420,65,Male,Chennai,South,Diploma,Private Employee,Medium,Regular
CUST02421,58,Male,Ahmedabad,West,Bachelor,Government Employee,Low,New
CUST02422,62,Female,Chandigarh,North,Master,IT Professional,Low,Regular
CUST02423,35,Male,Jaipur,North,Bachelor,Engineer,Medium,Premium
CUST02424,28,Female,Kochi,South,Diploma,Student,Medium,New
CUST02425,54,Female,Delhi,North,Master,Retired,Medium,New
CUST02426,56,Female,Patna,East,Master,Engineer,Low,Regular
CUST02427,22,Male,Patna,East,Diploma,Retired,Medium,Regular
CUST02428,64,Male,Guwahati,East,Bachelor,Healthcare Professional,Low,Premium
CUST02429,26,Male,Kochi,South,Master,Private Employee,Low,Regular
CUST02430,53,Male,Pune,West,High School,Student,Low,Regular
CUST02431,51,Female,Patna,East,Master,Engineer,Low,New
CUST02432,60,Female,Chandigarh,North,Diploma,IT Professional,Medium,New
CUST02433,30,Male,Pune,West,Doctorate,Business Owner,High,Regular
CUST02434,25,Male,Lucknow,North,Diploma,Government Employee,High,Premium
CUST02435,19,Female,Ahmedabad,West,Bachelor,Government Employee,Medium,Regular
CUST02436,60,Male,Chandigarh,North,Diploma,Engineer,Low,Premium
CUST02437,21,Female,Chennai,South,Diploma,Student,Medium,Premium
CUST02438,31,Female,Ahmedabad,West,Bachelor,Retired,High,New
CUST02439,58,Male,Pune,West,Diploma,Business Owner,Low,Premium
CUST02440,44,Male,Patna,East,Bachelor,Student,Low,Regular
CUST02441,25,Male,Ahmedabad,West,Bachelor,Government Employee,High,New
CUST02442,46,Male,Pune,West,Diploma,IT Professional,Medium,Premium
CUST02443,57,Female,Chennai,South,Diploma,Self-Employed,Medium,Regular
CUST02444,31,Female,Lucknow,North,Bachelor,Engineer,Medium,Regular
CUST02445,51,Male,Jaipur,North,Master,Self-Employed,Low,New
CUST02446,53,Female,Mumbai,West,Bachelor,Government Employee,High,Premium
CUST02447,26,Male,Lucknow,North,Diploma,Government Employee,Low,Premium
CUST02448,62,Female,Chennai,South,Doctorate,Healthcare Professional,Medium,Premium
CUST02449,65,Female,Ahmedabad,West,High School,Business Owner,Medium,Regular
CUST02450,26,Female,Chandigarh,North,Bachelor,Student,Medium,New
CUST02451,25,Male,Patna,East,Diploma,Healthcare Professional,Medium,Regular
CUST02452,37,Female,Kolkata,East,High School,Student,Low,New
CUST02453,19,Male,Bengaluru,South,Bachelor,Student,Medium,Regular
CUST02454,48,Male,Hyderabad,South,Bachelor,Student,Low,Regular
CUST02455,64,Female,Patna,East,High School,Teacher,High,New
CUST02456,26,Male,Kochi,South,Diploma,Private Employee,Low,New
CUST02457,61,Female,Hyderabad,South,High School,Self-Employed,Low,New
CUST02458,57,Male,Mumbai,West,Master,Engineer,Medium,Regular
CUST02459,41,Male,Patna,East,Master,Retired,Low,Regular
CUST02460,41,Male,Chandigarh,North,Master,Business Owner,Low,Premium
CUST02461,34,Male,Bengaluru,South,High School,Student,Medium,Regular
CUST02462,20,Male,Surat,West,Master,Teacher,Medium,New
CUST02463,35,Female,Kolkata,East,High School,Government Employee,Medium,New
CUST02464,51,Male,Mumbai,West,Master,Healthcare Professional,Medium,New
CUST02465,64,Male,Mumbai,West,Diploma,Student,Medium,New
CUST02466,44,Male,Pune,West,Diploma,Engineer,Medium,Regular
CUST02467,36,Male,Pune,West,Bachelor,Self-Employed,Medium,New
CUST02468,29,Male,Kolkata,East,Diploma,Student,Medium,New
CUST02469,46,Male,Chandigarh,North,Bachelor,Self-Employed,Medium,New
CUST02470,39,Male,Mumbai,West,Bachelor,Business Owner,Medium,New
CUST02471,34,Female,Patna,East,Master,Teacher,High,New
CUST02472,51,Male,Ahmedabad,West,High School,Engineer,Low,New
CUST02473,43,Male,Delhi,North,High School,Healthcare Professional,Medium,New
CUST02474,25,Male,Ahmedabad,West,Bachelor,Engineer,Low,New
CUST02475,65,Female,Mumbai,West,Bachelor,IT Professional,Medium,Regular
CUST02476,54,Male,Delhi,North,Diploma,Private Employee,Low,New
CUST02477,57,Female,Delhi,North,High School,Retired,Low,Premium
CUST02478,43,Female,Guwahati,East,Bachelor,Engineer,Medium,Regular
CUST02479,47,Female,Chennai,South,Bachelor,Teacher,Medium,Regular
CUST02480,24,Male,Jaipur,North,Bachelor,Private Employee,Low,Regular
CUST02481,49,Male,Pune,West,Diploma,Business Owner,High,Regular
CUST02482,29,Male,Bhubaneswar,East,Bachelor,IT Professional,Medium,Regular
CUST02483,57,Male,Surat,West,High School,Self-Employed,Low,Regular
CUST02484,19,Male,Bengaluru,South,High School,Engineer,High,Regular
CUST02485,24,Male,Hyderabad,South,High School,Government Employee,Medium,Regular
CUST02486,24,Female,Delhi,North,Master,IT Professional,High,Regular
CUST02487,41,Female,Kochi,South,Master,Retired,Medium,Regular
CUST02488,27,Female,Patna,East,High School,Engineer,High,Regular
CUST02489,60,Female,Jaipur,North,Master,Private Employee,High,Premium
CUST02490,37,Female,Delhi,North,Diploma,Private Employee,Medium,Premium
CUST02491,51,Female,Chandigarh,North,Master,Retired,High,Premium
CUST02492,46,Female,Chandigarh,North,Bachelor,Student,High,New
CUST02493,44,Male,Pune,West,Bachelor,Private Employee,High,New
CUST02494,42,Female,Chennai,South,Diploma,Teacher,Low,Regular
CUST02495,28,Female,Ahmedabad,West,Bachelor,Retired,Low,New
CUST02496,53,Female,Bhubaneswar,East,Diploma,Teacher,Medium,Premium
CUST02497,60,Female,Guwahati,East,Diploma,Retired,Medium,Regular
CUST02498,23,Female,Delhi,North,Bachelor,Healthcare Professional,Medium,Regular
CUST02499,29,Male,Kochi,South,Bachelor,IT Professional,Medium,Regular
CUST02500,40,Male,Kolkata,East,Master,Retired,Medium,Premium
CUST02501,29,Male,Kolkata,East,High School,Retired,High,Regular
CUST02502,57,Male,Jaipur,North,Bachelor,Self-Employed,High,Regular
CUST02503,46,Female,Delhi,North,Diploma,Engineer,Low,Regular
CUST02504,42,Male,Surat,West,Doctorate,Healthcare Professional,Medium,New
CUST02505,35,Female,Bhubaneswar,East,High School,IT Professional,High,Premium
CUST02506,35,Female,Kochi,South,Bachelor,IT Professional,Low,New
CUST02507,26,Other,Bhubaneswar,East,Bachelor,Government Employee,High,Regular
CUST02508,56,Female,Patna,East,Bachelor,Retired,High,New
CUST02509,31,Other,Ahmedabad,West,High School,Business Owner,Medium,Regular
CUST02510,31,Female,Hyderabad,South,High School,Business Owner,Medium,Regular
CUST02511,39,Male,Mumbai,West,Diploma,Self-Employed,Low,Regular
CUST02512,39,Female,Kolkata,East,Master,Government Employee,Medium,Premium
CUST02513,49,Male,Jaipur,North,High School,Private Employee,Medium,Regular
CUST02514,62,Male,Chennai,South,High School,Retired,Medium,Premium
CUST02515,65,Male,Guwahati,East,Master,Private Employee,Medium,New
CUST02516,56,Female,Delhi,North,Master,Student,Medium,Premium
CUST02517,43,Male,Mumbai,West,Bachelor,Private Employee,Low,Regular
CUST02518,51,Female,Bhubaneswar,East,High School,Business Owner,High,Regular
CUST02519,58,Male,Kolkata,East,Diploma,Teacher,Medium,Regular
CUST02520,62,Female,Kochi,South,Bachelor,Retired,Medium,Regular
CUST02521,54,Male,Kolkata,East,Master,Private Employee,Low,Regular
CUST02522,60,Male,Lucknow,North,High School,Government Employee,Medium,Regular
CUST02523,61,Female,Pune,West,Doctorate,Business Owner,Medium,Regular
CUST02524,40,Male,Pune,West,Bachelor,Teacher,Medium,New
CUST02525,31,Male,Kolkata,East,Diploma,Government Employee,Low,Regular
CUST02526,41,Female,Lucknow,North,Bachelor,Student,Low,Regular
CUST02527,26,Male,Jaipur,North,Doctorate,Self-Employed,Low,New
CUST02528,42,Female,Kolkata,East,Diploma,IT Professional,Medium,Regular
CUST02529,21,Male,Bhubaneswar,East,Bachelor,Government Employee,Low,Regular
CUST02530,38,Male,Jaipur,North,Bachelor,Engineer,Low,Premium
CUST02531,37,Female,Patna,East,Doctorate,Business Owner,Medium,Premium
CUST02532,45,Male,Mumbai,West,Master,Healthcare Professional,Low,Regular
CUST02533,26,Female,Kolkata,East,Diploma,Teacher,Low,New
CUST02534,43,Female,Surat,West,Bachelor,Healthcare Professional,Low,New
CUST02535,28,Female,Bhubaneswar,East,High School,Government Employee,Low,Premium
CUST02536,45,Female,Patna,East,Bachelor,Engineer,Low,New
CUST02537,57,Male,Lucknow,North,High School,Private Employee,Low,Regular
CUST02538,23,Male,Surat,West,Doctorate,IT Professional,High,New
CUST02539,21,Male,Kolkata,East,Master,IT Professional,Low,Regular
CUST02540,48,Female,Kolkata,East,Doctorate,Government Employee,Low,New
CUST02541,46,Female,Chandigarh,North,Master,Self-Employed,Medium,Premium
CUST02542,34,Female,Bhubaneswar,East,Bachelor,Teacher,Low,Regular
CUST02543,21,Male,Hyderabad,South,Diploma,Engineer,Low,Regular
CUST02544,52,Male,Kolkata,East,Bachelor,Government Employee,Medium,New
CUST02545,37,Male,Hyderabad,South,Bachelor,Business Owner,Medium,Premium
CUST02546,35,Male,Chandigarh,North,Bachelor,Teacher,Low,Regular
CUST02547,59,Male,Jaipur,North,Master,Business Owner,High,New
CUST02548,30,Male,Bengaluru,South,Master,Engineer,Low,Regular
CUST02549,61,Female,Guwahati,East,Master,Private Employee,Medium,Premium
CUST02550,31,Male,Kolkata,East,Diploma,Government Employee,Medium,New
CUST02551,61,Male,Kolkata,East,High School,Engineer,Medium,New
CUST02552,22,Female,Pune,West,Bachelor,Business Owner,High,New
CUST02553,20,Male,Chennai,South,Doctorate,Business Owner,Low,Regular
CUST02554,35,Female,Bengaluru,South,Diploma,Business Owner,High,New
CUST02555,50,Male,Surat,West,Master,Engineer,Medium,New
CUST02556,45,Male,Ahmedabad,West,Diploma,Self-Employed,Low,Regular
CUST02557,34,Male,Chandigarh,North,High School,IT Professional,Low,Regular
CUST02558,62,Male,Chandigarh,North,Bachelor,Business Owner,Medium,Regular
CUST02559,18,Female,Surat,West,Bachelor,Healthcare Professional,Low,Regular
CUST02560,52,Male,Bengaluru,South,Bachelor,Self-Employed,High,Regular
CUST02561,55,Female,Bhubaneswar,East,Master,Retired,Low,Premium
CUST02562,48,Female,Lucknow,North,High School,Engineer,Low,Premium
CUST02563,34,Male,Bengaluru,South,High School,Private Employee,High,Premium
CUST02564,63,Male,Kolkata,East,Diploma,Business Owner,High,Regular
CUST02565,28,Female,Patna,East,Diploma,Private Employee,Low,New
CUST02566,19,Male,Guwahati,East,Master,Retired,Low,New
CUST02567,63,Female,Pune,West,Master,Government Employee,Low,New
CUST02568,18,Male,Surat,West,Diploma,Student,Low,Regular
CUST02569,47,Male,Kolkata,East,High School,Student,Medium,Regular
CUST02570,63,Male,Guwahati,East,High School,Private Employee,High,New
CUST02571,23,Male,Kolkata,East,Master,Business Owner,High,New
CUST02572,59,Male,Lucknow,North,Master,Retired,Medium,New
CUST02573,35,Male,Guwahati,East,Master,IT Professional,Medium,New
CUST02574,44,Female,Jaipur,North,Bachelor,Private Employee,Low,New
CUST02575,47,Female,Mumbai,West,Bachelor,Government Employee,Low,Premium
CUST02576,39,Female,Delhi,North,Bachelor,Engineer,High,Regular
CUST02577,45,Male,Pune,West,Master,Teacher,Medium,New
CUST02578,59,Male,Mumbai,West,Bachelor,Private Employee,Medium,Regular
CUST02579,36,Male,Kochi,South,Bachelor,Healthcare Professional,Low,Regular
CUST02580,57,Male,Delhi,North,Bachelor,Student,Medium,Regular
CUST02581,45,Male,Chennai,South,Diploma,IT Professional,Low,Regular
CUST02582,28,Male,Kolkata,East,Bachelor,Student,Medium,Regular
CUST02583,48,Female,Surat,West,Bachelor,Engineer,Medium,New
CUST02584,41,Female,Mumbai,West,Bachelor,Healthcare Professional,Medium,New
CUST02585,42,Male,Patna,East,Bachelor,Government Employee,Low,New
CUST02586,62,Female,Bhubaneswar,East,Bachelor,IT Professional,Medium,Premium
CUST02587,42,Male,Hyderabad,South,Doctorate,IT Professional,High,Regular
CUST02588,26,Female,Chandigarh,North,Master,Healthcare Professional,Low,Regular
CUST02589,47,Male,Surat,West,Diploma,Private Employee,Medium,New
CUST02590,42,Female,Jaipur,North,Master,Private Employee,Medium,Regular
CUST02591,35,Male,Bengaluru,South,Master,Teacher,High,Regular
CUST02592,28,Male,Hyderabad,South,Master,Healthcare Professional,Medium,New
CUST02593,63,Female,Pune,West,Master,Self-Employed,Medium,Regular
CUST02594,24,Female,Bengaluru,South,Diploma,Self-Employed,Medium,Premium
CUST02595,38,Male,Pune,West,Bachelor,Student,High,New
CUST02596,49,Female,Chandigarh,North,Master,Student,High,New
CUST02597,32,Female,Kolkata,East,Master,Teacher,Low,New
CUST02598,31,Female,Hyderabad,South,Diploma,Engineer,High,Regular
CUST02599,64,Female,Lucknow,North,Diploma,Student,Low,Regular
CUST02600,28,Female,Hyderabad,South,Master,Business Owner,Low,Premium
CUST02601,42,Female,Ahmedabad,West,Bachelor,Healthcare Professional,Low,New
CUST02602,53,Female,Chandigarh,North,Master,Student,Low,Regular
CUST02603,57,Male,Mumbai,West,Bachelor,Private Employee,High,Regular
CUST02604,29,Male,Lucknow,North,Master,Student,Medium,New
CUST02605,21,Female,Patna,East,High School,Student,Low,New
CUST02606,55,Male,Bhubaneswar,East,High School,Engineer,Low,Regular
CUST02607,50,Female,Ahmedabad,West,Diploma,Healthcare Professional,Medium,New
CUST02608,54,Female,Bengaluru,South,Bachelor,IT Professional,Medium,Premium
CUST02609,40,Male,Bhubaneswar,East,Diploma,Engineer,Medium,Regular
CUST02610,57,Female,Ahmedabad,West,Bachelor,Government Employee,High,New
CUST02611,52,Male,Jaipur,North,Master,Private Employee,Low,Regular
CUST02612,40,Female,Bengaluru,South,Bachelor,Teacher,Low,New
CUST02613,36,Male,Patna,East,Master,Healthcare Professional,Medium,Regular
CUST02614,39,Female,Kochi,South,Diploma,IT Professional,Low,Premium
CUST02615,20,Female,Bhubaneswar,East,Bachelor,Retired,Medium,Premium
CUST02616,37,Female,Delhi,North,Bachelor,IT Professional,Low,New
CUST02617,42,Female,Kochi,South,Master,Self-Employed,Medium,New
CUST02618,39,Male,Pune,West,Bachelor,Engineer,High,Regular
CUST02619,41,Male,Kolkata,East,Diploma,Private Employee,Medium,Regular
CUST02620,54,Male,Chennai,South,Master,Retired,Low,Premium
CUST02621,24,Male,Lucknow,North,Bachelor,Self-Employed,Medium,Regular
CUST02622,32,Male,Surat,West,High School,Private Employee,Medium,Regular
CUST02623,24,Female,Kolkata,East,Bachelor,Government Employee,Low,New
CUST02624,61,Male,Patna,East,Bachelor,Government Employee,Low,New
CUST02625,32,Male,Chandigarh,North,Master,Self-Employed,Medium,New
CUST02626,18,Female,Hyderabad,South,Bachelor,Government Employee,Medium,Regular
CUST02627,21,Male,Chandigarh,North,Master,Student,Low,New
CUST02628,64,Female,Chennai,South,Master,Healthcare Professional,High,Regular
CUST02629,46,Female,Delhi,North,Bachelor,Student,Medium,New
CUST02630,24,Female,Guwahati,East,Master,Government Employee,Medium,Regular
CUST02631,63,Female,Chandigarh,North,Bachelor,Student,High,Regular
CUST02632,21,Male,Ahmedabad,West,Bachelor,Retired,Low,Regular
CUST02633,31,Female,Mumbai,West,Bachelor,Student,Low,New
CUST02634,31,Male,Pune,West,Bachelor,Self-Employed,Low,Regular
CUST02635,32,Other,Surat,West,Diploma,Retired,Medium,New
CUST02636,40,Female,Chandigarh,North,Diploma,Healthcare Professional,Medium,Regular
CUST02637,41,Male,Pune,West,High School,Teacher,High,Regular
CUST02638,59,Male,Mumbai,West,Bachelor,IT Professional,Low,Regular
CUST02639,48,Male,Patna,East,Master,Business Owner,High,Regular
CUST02640,63,Female,Bengaluru,South,Diploma,Business Owner,Medium,New
CUST02641,32,Male,Chandigarh,North,Bachelor,Engineer,Medium,Premium
CUST02642,39,Male,Hyderabad,South,Diploma,Healthcare Professional,High,New
CUST02643,42,Male,Chennai,South,High School,Teacher,Low,New
CUST02644,29,Female,Delhi,North,Bachelor,Retired,Medium,New
CUST02645,37,Male,Kochi,South,High School,Student,Medium,New
CUST02646,59,Female,Pune,West,Bachelor,Student,Medium,New
CUST02647,50,Male,Bhubaneswar,East,High School,Private Employee,Low,Regular
CUST02648,26,Female,Kochi,South,High School,Healthcare Professional,High,Premium
CUST02649,39,Female,Patna,East,Doctorate,IT Professional,Medium,Regular
CUST02650,54,Female,Lucknow,North,High School,Retired,Medium,Regular
CUST02651,28,Male,Jaipur,North,Diploma,Business Owner,Medium,Premium
CUST02652,18,Female,Hyderabad,South,High School,Healthcare Professional,Medium,New
CUST02653,47,Other,Delhi,North,Master,Retired,Low,Premium
CUST02654,23,Female,Surat,West,Master,Business Owner,Medium,Regular
CUST02655,30,Male,Hyderabad,South,Doctorate,Private Employee,Medium,Regular
CUST02656,22,Male,Hyderabad,South,Master,Private Employee,Medium,Premium
CUST02657,61,Male,Mumbai,West,High School,Private Employee,Medium,Regular
CUST02658,52,Male,Chennai,South,Bachelor,Private Employee,Medium,Premium
CUST02659,62,Female,Patna,East,Diploma,Private Employee,Medium,Regular
CUST02660,39,Female,Pune,West,Bachelor,Retired,High,New
CUST02661,56,Female,Kolkata,East,Bachelor,Retired,Medium,New
CUST02662,39,Female,Delhi,North,Diploma,Student,Medium,Premium
CUST02663,28,Female,Bengaluru,South,Bachelor,Student,Low,Regular
CUST02664,52,Male,Jaipur,North,Master,Business Owner,Low,Premium
CUST02665,34,Male,Pune,West,Diploma,Self-Employed,Medium,Regular
CUST02666,22,Male,Surat,West,Doctorate,Healthcare Professional,Medium,Regular
CUST02667,61,Male,Mumbai,West,Bachelor,Student,Low,Regular
CUST02668,35,Female,Pune,West,Bachelor,Business Owner,High,New
CUST02669,49,Male,Patna,East,Master,Private Employee,Low,Regular
CUST02670,26,Female,Pune,West,Bachelor,Student,Medium,Regular
CUST02671,61,Other,Mumbai,West,High School,Retired,Low,Premium
CUST02672,47,Male,Patna,East,Master,Private Employee,Medium,New
CUST02673,61,Male,Ahmedabad,West,Diploma,Retired,Low,Regular
CUST02674,48,Male,Ahmedabad,West,Master,Student,High,New
CUST02675,25,Female,Chennai,South,High School,Business Owner,High,Regular
CUST02676,22,Female,Delhi,North,Bachelor,Government Employee,Medium,Premium
CUST02677,25,Male,Chennai,South,High School,Student,Medium,Regular
CUST02678,44,Female,Chandigarh,North,Master,Engineer,High,Premium
CUST02679,42,Male,Pune,West,Bachelor,Government Employee,Low,Regular
CUST02680,41,Male,Kolkata,East,Diploma,Self-Employed,Medium,Regular
CUST02681,59,Male,Jaipur,North,Doctorate,Teacher,High,Regular
CUST02682,63,Male,Chennai,South,Bachelor,Student,Low,Regular
CUST02683,47,Male,Hyderabad,South,Master,Teacher,Low,Premium
CUST02684,23,Male,Surat,West,High School,Business Owner,Medium,Regular
CUST02685,59,Female,Lucknow,North,Diploma,Government Employee,Low,Regular
CUST02686,52,Female,Pune,West,Master,Retired,High,Regular
CUST02687,27,Female,Bhubaneswar,East,Master,Private Employee,Medium,Regular
CUST02688,34,Male,Kolkata,East,Bachelor,Business Owner,High,Regular
CUST02689,47,Female,Jaipur,North,Diploma,Healthcare Professional,Medium,Regular
CUST02690,32,Male,Kochi,South,Master,Student,High,New
CUST02691,63,Female,Ahmedabad,West,Master,IT Professional,Medium,New
CUST02692,41,Female,Delhi,North,Master,Teacher,High,Regular
CUST02693,49,Male,Delhi,North,Bachelor,Retired,Medium,Regular
CUST02694,64,Female,Delhi,North,Master,Healthcare Professional,High,Regular
CUST02695,45,Male,Kochi,South,Bachelor,Self-Employed,Medium,Premium
CUST02696,22,Male,Kolkata,East,Master,Government Employee,Low,Regular
CUST02697,19,Female,Chandigarh,North,Master,Retired,Low,Premium
CUST02698,50,Male,Jaipur,North,Diploma,Teacher,Medium,Regular
CUST02699,54,Male,Chandigarh,North,Diploma,Engineer,Low,Premium
CUST02700,18,Male,Kochi,South,Doctorate,Government Employee,Low,Regular
CUST02701,35,Male,Surat,West,High School,Self-Employed,Low,Regular
CUST02702,59,Female,Delhi,North,Diploma,Government Employee,High,Premium
CUST02703,38,Female,Jaipur,North,Diploma,Student,Medium,Regular
CUST02704,32,Male,Patna,East,Master,Student,Low,Regular
CUST02705,49,Female,Surat,West,Master,Government Employee,Low,New
CUST02706,64,Female,Chandigarh,North,High School,IT Professional,Low,New
CUST02707,60,Male,Chandigarh,North,Master,Teacher,High,Regular
CUST02708,34,Male,Patna,East,Bachelor,Engineer,Low,Regular
CUST02709,59,Female,Hyderabad,South,Bachelor,IT Professional,Medium,Regular
CUST02710,32,Female,Bengaluru,South,Bachelor,Government Employee,Medium,Regular
CUST02711,44,Male,Lucknow,North,Bachelor,Private Employee,Low,New
CUST02712,58,Female,Pune,West,Master,Engineer,High,New
CUST02713,38,Female,Chandigarh,North,Bachelor,Student,Low,Premium
CUST02714,61,Male,Guwahati,East,High School,Self-Employed,Low,Regular
CUST02715,25,Male,Chennai,South,Bachelor,Business Owner,High,Regular
CUST02716,31,Female,Surat,West,Bachelor,Private Employee,Medium,New
CUST02717,30,Male,Pune,West,Bachelor,Healthcare Professional,Medium,New
CUST02718,29,Female,Kolkata,East,High School,Government Employee,Medium,Regular
CUST02719,33,Male,Guwahati,East,Master,Retired,Medium,Premium
CUST02720,33,Male,Chennai,South,Diploma,Engineer,Low,Regular
CUST02721,18,Male,Hyderabad,South,Master,Business Owner,Medium,New
CUST02722,45,Male,Kochi,South,Bachelor,Student,Medium,New
CUST02723,53,Female,Pune,West,High School,Government Employee,Medium,Regular
CUST02724,50,Female,Surat,West,Master,Business Owner,Medium,New
CUST02725,25,Male,Guwahati,East,High School,IT Professional,Low,Premium
CUST02726,63,Male,Hyderabad,South,Master,Teacher,High,Regular
CUST02727,43,Male,Delhi,North,Diploma,Self-Employed,Low,New
CUST02728,62,Other,Chennai,South,High School,Government Employee,High,Regular
CUST02729,56,Male,Surat,West,Doctorate,Healthcare Professional,Medium,Regular
CUST02730,63,Female,Bengaluru,South,Doctorate,Government Employee,Low,Premium
CUST02731,21,Male,Kolkata,East,Master,Retired,High,Regular
CUST02732,59,Male,Chandigarh,North,Bachelor,Engineer,High,New
CUST02733,52,Male,Surat,West,Bachelor,Engineer,Low,Premium
CUST02734,49,Female,Mumbai,West,Diploma,IT Professional,High,Regular
CUST02735,27,Male,Lucknow,North,Bachelor,Business Owner,Medium,New
CUST02736,50,Female,Pune,West,Bachelor,Business Owner,Medium,Regular
CUST02737,42,Male,Chandigarh,North,Master,Engineer,Low,Regular
CUST02738,29,Female,Ahmedabad,West,Bachelor,Healthcare Professional,Low,Premium
CUST02739,22,Male,Delhi,North,Master,Healthcare Professional,Low,New
CUST02740,54,Female,Ahmedabad,West,Bachelor,Business Owner,Medium,Regular
CUST02741,40,Female,Guwahati,East,High School,Student,High,New
CUST02742,45,Female,Hyderabad,South,Bachelor,Private Employee,Medium,Regular
CUST02743,26,Female,Surat,West,High School,Self-Employed,Low,New
CUST02744,63,Male,Kochi,South,Master,Teacher,Medium,Regular
CUST02745,43,Male,Patna,East,Doctorate,Engineer,Low,New
CUST02746,48,Male,Guwahati,East,Master,Government Employee,Low,Regular
CUST02747,47,Female,Mumbai,West,Bachelor,IT Professional,Medium,Regular
CUST02748,40,Male,Bhubaneswar,East,Bachelor,Business Owner,High,Regular
CUST02749,30,Male,Jaipur,North,High School,Teacher,Low,New
CUST02750,29,Male,Lucknow,North,High School,Government Employee,Low,New
CUST02751,40,Male,Mumbai,West,Bachelor,Self-Employed,Medium,Regular
CUST02752,48,Male,Jaipur,North,High School,Government Employee,Medium,Regular
CUST02753,37,Male,Kolkata,East,Bachelor,Teacher,Medium,New
CUST02754,55,Male,Patna,East,Diploma,Private Employee,Medium,New
CUST02755,45,Female,Chandigarh,North,High School,Healthcare Professional,Low,Regular
CUST02756,38,Female,Chandigarh,North,Bachelor,Student,Medium,Regular
CUST02757,54,Male,Delhi,North,Diploma,Engineer,Medium,New
CUST02758,26,Female,Chandigarh,North,Bachelor,Healthcare Professional,Low,Regular
CUST02759,64,Male,Patna,East,Bachelor,Private Employee,Low,New
CUST02760,61,Male,Bhubaneswar,East,Diploma,Private Employee,High,Regular
CUST02761,57,Male,Lucknow,North,Master,Teacher,Medium,New
CUST02762,34,Female,Lucknow,North,Master,Self-Employed,Medium,Regular
CUST02763,22,Female,Delhi,North,Diploma,Private Employee,Medium,Premium
CUST02764,56,Male,Kochi,South,Master,Self-Employed,Low,Regular
CUST02765,54,Female,Kochi,South,Master,Self-Employed,Low,Regular
CUST02766,27,Male,Hyderabad,South,Bachelor,IT Professional,Medium,Regular
CUST02767,64,Female,Guwahati,East,Doctorate,IT Professional,Medium,Premium
CUST02768,24,Male,Delhi,North,High School,Student,High,Regular
CUST02769,26,Male,Patna,East,Diploma,Engineer,Medium,Regular
CUST02770,51,Male,Jaipur,North,Diploma,Teacher,Medium,Regular
CUST02771,26,Male,Bengaluru,South,High School,Self-Employed,Low,Regular
CUST02772,42,Female,Jaipur,North,High School,Retired,Low,New
CUST02773,27,Female,Mumbai,West,Master,Private Employee,Low,New
CUST02774,39,Female,Patna,East,Master,IT Professional,Medium,Regular
CUST02775,55,Male,Lucknow,North,Bachelor,Engineer,High,Regular
CUST02776,23,Female,Bhubaneswar,East,Bachelor,Private Employee,Low,Regular
CUST02777,30,Male,Jaipur,North,Diploma,Teacher,Low,New
CUST02778,21,Female,Chandigarh,North,Diploma,Government Employee,Low,Regular
CUST02779,20,Female,Bengaluru,South,Diploma,Engineer,Low,New
CUST02780,59,Male,Chennai,South,Diploma,Engineer,Medium,Regular
CUST02781,52,Female,Kolkata,East,High School,Healthcare Professional,Medium,Premium
CUST02782,42,Female,Delhi,North,Doctorate,Government Employee,High,Regular
CUST02783,46,Female,Guwahati,East,High School,Self-Employed,Low,New
CUST02784,38,Male,Chennai,South,Diploma,Healthcare Professional,High,New
CUST02785,45,Male,Delhi,North,Diploma,Healthcare Professional,Medium,Regular
CUST02786,30,Male,Hyderabad,South,Bachelor,Government Employee,Medium,New
CUST02787,19,Male,Bengaluru,South,Bachelor,Private Employee,Low,Premium
CUST02788,19,Male,Kochi,South,Diploma,Engineer,Medium,Regular
CUST02789,60,Female,Surat,West,Master,Healthcare Professional,High,New
CUST02790,27,Female,Bhubaneswar,East,Bachelor,Healthcare Professional,Medium,Regular
CUST02791,29,Male,Pune,West,Bachelor,Student,Low,Premium
CUST02792,65,Female,Kochi,South,Master,Engineer,Low,New
CUST02793,63,Female,Delhi,North,Master,Student,Low,New
CUST02794,55,Female,Ahmedabad,West,Master,Student,Low,Regular
CUST02795,60,Female,Hyderabad,South,Diploma,Healthcare Professional,Low,Premium
CUST02796,34,Female,Bhubaneswar,East,Bachelor,Private Employee,High,Regular
CUST02797,38,Female,Guwahati,East,Bachelor,Retired,Medium,Regular
CUST02798,34,Male,Hyderabad,South,Bachelor,IT Professional,Low,Premium
CUST02799,27,Female,Patna,East,Bachelor,Government Employee,Low,Premium
CUST02800,29,Male,Ahmedabad,West,Bachelor,Retired,Medium,Regular
CUST02801,52,Male,Kolkata,East,Diploma,IT Professional,Medium,New
CUST02802,49,Male,Kochi,South,Diploma,Retired,Medium,New
CUST02803,24,Male,Hyderabad,South,High School,Student,Low,Regular
