Exposure_ID,Customer_ID,Campaign_ID,Campaign_Exposure,Campaign_Response
EXP02503,CUST02503,C004,No,Neutral
EXP02504,CUST02504,C003,Yes,Positive
EXP02505,CUST02505,C002,Yes,Positive
EXP02506,CUST02506,C005,Yes,Positive
EXP02507,CUST02507,C003,Yes,Neutral
EXP02508,CUST02508,C003,No,Neutral
EXP02509,CUST02509,C005,Yes,Positive
EXP02510,CUST02510,C001,Yes,Positive
EXP02511,CUST02511,C002,Yes,Neutral
EXP02512,CUST02512,C001,Yes,Neutral
EXP02513,CUST02513,C003,Yes,Positive
EXP02514,CUST02514,C004,Yes,Neutral
EXP02515,CUST02515,C005,Yes,Negative
EXP02516,CUST02516,C004,Yes,Negative
EXP02517,CUST02517,C003,No,Neutral
EXP02518,CUST02518,C001,Yes,Positive
EXP02519,CUST02519,C003,No,Negative
EXP02520,CUST02520,C005,Yes,Positive
EXP02521,CUST02521,C001,Yes,Positive
EXP02522,CUST02522,C001,No,Negative
EXP02523,CUST02523,C003,Yes,Negative
EXP02524,CUST02524,C002,No,Neutral
EXP02525,CUST02525,C004,Yes,Positive
EXP02526,CUST02526,C005,Yes,Neutral
EXP02527,CUST02527,C005,Yes,Positive
EXP02528,CUST02528,C001,Yes,Positive
EXP02529,CUST02529,C004,Yes,Positive
EXP02530,CUST02530,C002,Yes,Neutral
EXP02531,CUST02531,C005,Yes,Positive
EXP02532,CUST02532,C002,Yes,Neutral
EXP02533,CUST02533,C005,Yes,Neutral
EXP02534,CUST02534,C004,Yes,Neutral
EXP02535,CUST02535,C003,Yes,Positive
EXP02536,CUST02536,C005,Yes,Positive
EXP02537,CUST02537,C005,Yes,Neutral
EXP02538,CUST02538,C003,Yes,Negative
EXP02539,CUST02539,C005,Yes,Positive
EXP02540,CUST02540,C003,Yes,Negative
EXP02541,CUST02541,C003,Yes,Positive
EXP02542,CUST02542,C003,No,Negative
EXP02543,CUST02543,C004,Yes,Negative
EXP02544,CUST02544,C002,Yes,Neutral
EXP02545,CUST02545,C004,Yes,Negative
EXP02546,CUST02546,C004,Yes,Neutral
EXP02547,CUST02547,C005,Yes,Neutral
EXP02548,CUST02548,C004,Yes,Neutral
EXP02549,CUST02549,C005,No,Negative
EXP02550,CUST02550,C002,Yes,Positive
EXP02551,CUST02551,C003,No,Neutral
EXP02552,CUST02552,C001,Yes,Positive
EXP02553,CUST02553,C002,Yes,Positive
EXP02554,CUST02554,C001,Yes,Neutral
EXP02555,CUST02555,C003,No,Positive
EXP02556,CUST02556,C005,Yes,Positive
EXP02557,CUST02557,C001,Yes,Positive
EXP02558,CUST02558,C003,Yes,Negative
EXP02559,CUST02559,C002,No,Positive
EXP02560,CUST02560,C001,Yes,Neutral
EXP02561,CUST02561,C005,Yes,Negative
EXP02562,CUST02562,C003,No,Negative
EXP02563,CUST02563,C002,Yes,Positive
EXP02564,CUST02564,C001,Yes,Positive
EXP02565,CUST02565,C005,Yes,Positive
EXP02566,CUST02566,C001,Yes,Positive
EXP02567,CUST02567,C005,No,Neutral
EXP02568,CUST02568,C004,Yes,Negative
EXP02569,CUST02569,C005,Yes,Positive
EXP02570,CUST02570,C001,No,Neutral
EXP02571,CUST02571,C005,Yes,Positive
EXP02572,CUST02572,C005,Yes,Neutral
EXP02573,CUST02573,C003,Yes,Positive
EXP02574,CUST02574,C005,Yes,Neutral
EXP02575,CUST02575,C002,Yes,Positive
EXP02576,CUST02576,C003,Yes,Positive
EXP02577,CUST02577,C004,No,Neutral
EXP02578,CUST02578,C005,Yes,Positive
EXP02579,CUST02579,C003,Yes,Positive
EXP02580,CUST02580,C003,No,Neutral
EXP02581,CUST02581,C003,No,Positive
EXP02582,CUST02582,C002,No,Neutral
EXP02583,CUST02583,C005,Yes,Neutral
EXP02584,CUST02584,C001,No,Positive
EXP02585,CUST02585,C002,Yes,Positive
EXP02586,CUST02586,C005,Yes,Positive
EXP02587,CUST02587,C001,Yes,Positive
EXP02588,CUST02588,C001,Yes,Neutral
EXP02589,CUST02589,C004,Yes,Positive
EXP02590,CUST02590,C003,Yes,Positive
EXP02591,CUST02591,C005,Yes,Neutral
EXP02592,CUST02592,C002,Yes,Negative
EXP02593,CUST02593,C005,Yes,Positive
EXP02594,CUST02594,C005,Yes,Positive
EXP02595,CUST02595,C004,Yes,Positive
EXP02596,CUST02596,C005,Yes,Neutral
EXP02597,CUST02597,C003,Yes,Positive
EXP02598,CUST02598,C003,Yes,Negative
EXP02599,CUST02599,C004,Yes,Positive
EXP02600,CUST02600,C004,Yes,Neutral
EXP02601,CUST02601,C005,Yes,Positive
EXP02602,CUST02602,C005,Yes,Neutral
EXP02603,CUST02603,C003,Yes,Positive
EXP02604,CUST02604,C001,No,Negative
EXP02605,CUST02605,C001,Yes,Positive
EXP02606,CUST02606,C004,No,Positive
EXP02607,CUST02607,C003,Yes,Positive
EXP02608,CUST02608,C004,No,Positive
EXP02609,CUST02609,C003,Yes,Negative
EXP02610,CUST02610,C003,Yes,Positive
EXP02611,CUST02611,C002,No,Neutral
EXP02612,CUST02612,C005,Yes,Positive
EXP02613,CUST02613,C003,Yes,Negative
EXP02614,CUST02614,C005,Yes,Neutral
EXP02615,CUST02615,C001,Yes,Positive
EXP02616,CUST02616,C003,No,Negative
EXP02617,CUST02617,C003,Yes,Positive
EXP02618,CUST02618,C002,No,Neutral
EXP02619,CUST02619,C002,Yes,Positive
EXP02620,CUST02620,C001,Yes,Positive
EXP02621,CUST02621,C002,Yes,Positive
EXP02622,CUST02622,C005,Yes,Positive
EXP02623,CUST02623,C004,No,Negative
EXP02624,CUST02624,C005,Yes,Positive
EXP02625,CUST02625,C003,Yes,Positive
EXP02626,CUST02626,C002,Yes,Positive
EXP02627,CUST02627,C003,No,Neutral
EXP02628,CUST02628,C002,Yes,Positive
EXP02629,CUST02629,C001,Yes,Negative
EXP02630,CUST02630,C005,No,Neutral
EXP02631,CUST02631,C001,Yes,Neutral
EXP02632,CUST02632,C002,Yes,Neutral
EXP02633,CUST02633,C002,Yes,Positive
EXP02634,CUST02634,C001,No,Negative
EXP02635,CUST02635,C003,No,Positive
EXP02636,CUST02636,C003,Yes,Neutral
EXP02637,CUST02637,C005,Yes,Positive
EXP02638,CUST02638,C005,Yes,Negative
EXP02639,CUST02639,C001,Yes,Negative
EXP02640,CUST02640,C001,Yes,Positive
EXP02641,CUST02641,C004,No,Positive
EXP02642,CUST02642,C001,No,Positive
EXP02643,CUST02643,C004,No,Neutral
EXP02644,CUST02644,C001,Yes,Neutral
EXP02645,CUST02645,C002,No,Negative
EXP02646,CUST02646,C001,Yes,Negative
EXP02647,CUST02647,C002,Yes,Neutral
EXP02648,CUST02648,C005,Yes,Neutral
EXP02649,CUST02649,C005,No,Negative
EXP02650,CUST02650,C003,Yes,Positive
EXP02651,CUST02651,C005,Yes,Positive
EXP02652,CUST02652,C003,Yes,Positive
EXP02653,CUST02653,C002,No,Negative
EXP02654,CUST02654,C005,Yes,Neutral
EXP02655,CUST02655,C004,Yes,Positive
EXP02656,CUST02656,C003,Yes,Neutral
EXP02657,CUST02657,C005,No,Neutral
EXP02658,CUST02658,C003,No,Negative
EXP02659,CUST02659,C002,Yes,Negative
EXP02660,CUST02660,C002,Yes,Neutral
EXP02661,CUST02661,C001,Yes,Positive
EXP02662,CUST02662,C004,No,Positive
EXP02663,CUST02663,C004,No,Neutral
EXP02664,CUST02664,C005,Yes,Neutral
EXP02665,CUST02665,C005,No,Negative
EXP02666,CUST02666,C005,Yes,Neutral
EXP02667,CUST02667,C005,Yes,Neutral
EXP02668,CUST02668,C004,Yes,Neutral
EXP02669,CUST02669,C003,Yes,Negative
EXP02670,CUST02670,C003,No,Negative
EXP02671,CUST02671,C005,Yes,Positive
EXP02672,CUST02672,C004,No,Positive
EXP02673,CUST02673,C001,No,Positive
EXP02674,CUST02674,C003,Yes,Neutral
EXP02675,CUST02675,C005,Yes,Neutral
EXP02676,CUST02676,C004,Yes,Positive
EXP02677,CUST02677,C001,Yes,Neutral
EXP02678,CUST02678,C004,No,Negative
EXP02679,CUST02679,C002,Yes,Neutral
EXP02680,CUST02680,C002,Yes,Neutral
EXP02681,CUST02681,C003,Yes,Positive
EXP02682,CUST02682,C004,No,Neutral
EXP02683,CUST02683,C002,No,Neutral
EXP02684,CUST02684,C005,No,Neutral
EXP02685,CUST02685,C004,Yes,Positive
EXP02686,CUST02686,C005,No,Neutral
EXP02687,CUST02687,C002,Yes,Positive
EXP02688,CUST02688,C002,No,Negative
EXP02689,CUST02689,C001,No,Neutral
EXP02690,CUST02690,C002,No,Neutral
EXP02691,CUST02691,C003,No,Negative
EXP02692,CUST02692,C004,Yes,Neutral
EXP02693,CUST02693,C005,Yes,Neutral
EXP02694,CUST02694,C005,Yes,Negative
EXP02695,CUST02695,C004,Yes,Positive
EXP02696,CUST02696,C001,Yes,Positive
EXP02697,CUST02697,C004,No,Neutral
EXP02698,CUST02698,C003,No,Neutral
EXP02699,CUST02699,C004,Yes,Positive
EXP02700,CUST02700,C005,Yes,Neutral
EXP02701,CUST02701,C001,Yes,Positive
EXP02702,CUST02702,C003,No,Negative
EXP02703,CUST02703,C005,No,Neutral
EXP02704,CUST02704,C005,Yes,Neutral
EXP02705,CUST02705,C003,Yes,Positive
EXP02706,CUST02706,C002,Yes,Negative
EXP02707,CUST02707,C002,Yes,Neutral
EXP02708,CUST02708,C003,No,Negative
EXP02709,CUST02709,C002,Yes,Negative
EXP02710,CUST02710,C001,No,Negative
EXP02711,CUST02711,C003,Yes,Positive
EXP02712,CUST02712,C002,No,Neutral
EXP02713,CUST02713,C004,Yes,Positive
EXP02714,CUST02714,C001,No,Negative
EXP02715,CUST02715,C005,Yes,Positive
EXP02716,CUST02716,C001,No,Positive
EXP02717,CUST02717,C002,No,Positive
EXP02718,CUST02718,C004,No,Positive
EXP02719,CUST02719,C004,Yes,Neutral
EXP02720,CUST02720,C001,Yes,Neutral
EXP02721,CUST02721,C004,Yes,Positive
EXP02722,CUST02722,C003,No,Negative
EXP02723,CUST02723,C004,Yes,Positive
EXP02724,CUST02724,C005,Yes,Positive
EXP02725,CUST02725,C004,Yes,Positive
EXP02726,CUST02726,C001,Yes,Positive
EXP02727,CUST02727,C002,Yes,Positive
EXP02728,CUST02728,C002,Yes,Positive
EXP02729,CUST02729,C001,No,Neutral
EXP02730,CUST02730,C004,Yes,Positive
EXP02731,CUST02731,C002,Yes,Positive
EXP02732,CUST02732,C002,No,Negative
EXP02733,CUST02733,C005,No,Positive
EXP02734,CUST02734,C001,Yes,Positive
EXP02735,CUST02735,C001,Yes,Positive
EXP02736,CUST02736,C001,Yes,Negative
EXP02737,CUST02737,C004,Yes,Positive
EXP02738,CUST02738,C002,Yes,Neutral
EXP02739,CUST02739,C001,No,Negative
EXP02740,CUST02740,C004,Yes,Positive
EXP02741,CUST02741,C001,No,Neutral
EXP02742,CUST02742,C001,Yes,Neutral
EXP02743,CUST02743,C003,Yes,Positive
EXP02744,CUST02744,C003,Yes,Positive
EXP02745,CUST02745,C002,Yes,Positive
EXP02746,CUST02746,C004,Yes,Positive
EXP02747,CUST02747,C003,Yes,Positive
EXP02748,CUST02748,C005,Yes,Positive
EXP02749,CUST02749,C003,Yes,Positive
EXP02750,CUST02750,C004,Yes,Positive
EXP02751,CUST02751,C002,No,Neutral
EXP02752,CUST02752,C004,No,Negative
EXP02753,CUST02753,C005,No,Neutral
EXP02754,CUST02754,C001,Yes,Negative
EXP02755,CUST02755,C004,Yes,Neutral
EXP02756,CUST02756,C002,Yes,Positive
EXP02757,CUST02757,C004,Yes,Neutral
EXP02758,CUST02758,C001,Yes,Positive
EXP02759,CUST02759,C003,No,Neutral
EXP02760,CUST02760,C001,Yes,Positive
EXP02761,CUST02761,C005,Yes,Positive
EXP02762,CUST02762,C005,No,Positive
EXP02763,CUST02763,C005,Yes,Negative
EXP02764,CUST02764,C003,Yes,Positive
EXP02765,CUST02765,C003,Yes,Positive
EXP02766,CUST02766,C003,No,Neutral
EXP02767,CUST02767,C004,Yes,Positive
EXP02768,CUST02768,C001,Yes,Neutral
EXP02769,CUST02769,C005,Yes,Neutral
EXP02770,CUST02770,C001,Yes,Neutral
EXP02771,CUST02771,C004,No,Positive
EXP02772,CUST02772,C004,No,Neutral
EXP02773,CUST02773,C001,Yes,Positive
EXP02774,CUST02774,C004,No,Neutral
EXP02775,CUST02775,C001,No,Neutral
EXP02776,CUST02776,C004,Yes,Positive
EXP02777,CUST02777,C004,Yes,Neutral
EXP02778,CUST02778,C004,Yes,Positive
EXP02779,CUST02779,C003,Yes,Negative
EXP02780,CUST02780,C004,Yes,Neutral
EXP02781,CUST02781,C004,Yes,Neutral
EXP02782,CUST02782,C004,No,Positive
EXP02783,CUST02783,C001,Yes,Neutral
EXP02784,CUST02784,C001,No,Positive
EXP02785,CUST02785,C002,No,Negative
EXP02786,CUST02786,C001,Yes,Positive
EXP02787,CUST02787,C001,Yes,Negative
EXP02788,CUST02788,C003,Yes,Positive
EXP02789,CUST02789,C001,No,Neutral
EXP02790,CUST02790,C005,No,Negative
EXP02791,CUST02791,C001,No,Neutral
EXP02792,CUST02792,C003,Yes,Negative
EXP02793,CUST02793,C005,Yes,Negative
EXP02794,CUST02794,C001,Yes,Positive
EXP02795,CUST02795,C003,Yes,Positive
EXP02796,CUST02796,C001,Yes,Neutral
EXP02797,CUST02797,C005,No,Neutral
EXP02798,CUST02798,C004,Yes,Neutral
EXP02799,CUST02799,C003,Yes,Positive
EXP02800,CUST02800,C005,Yes,Positive
EXP02801,CUST02801,C003,Yes,Negative
EXP02802,CUST02802,C003,Yes,Positive
EXP02803,CUST02803,C001,Yes,Positive
EXP02804,CUST02804,C005,Yes,Positive
EXP02805,CUST02805,C005,Yes,Positive
EXP02806,CUST02806,C003,No,Positive
EXP02807,CUST02807,C005,No,Negative
EXP02808,CUST02808,C003,No,Neutral
EXP02809,CUST02809,C002,Yes,Neutral
EXP02810,CUST02810,C003,No,Neutral
EXP02811,CUST02811,C001,Yes,Neutral
EXP02812,CUST02812,C001,Yes,Neutral
EXP02813,CUST02813,C004,Yes,Negative
EXP02814,CUST02814,C002,No,Negative
EXP02815,CUST02815,C003,Yes,Negative
EXP02816,CUST02816,C001,Yes,Positive
EXP02817,CUST02817,C002,No,Neutral
EXP02818,CUST02818,C002,No,Positive
EXP02819,CUST02819,C004,Yes,Neutral
EXP02820,CUST02820,C001,No,Negative
EXP02821,CUST02821,C003,Yes,Positive
EXP02822,CUST02822,C001,Yes,Positive
EXP02823,CUST02823,C004,Yes,Positive
EXP02824,CUST02824,C005,No,Neutral
EXP02825,CUST02825,C005,Yes,Positive
EXP02826,CUST02826,C003,Yes,Positive
EXP02827,CUST02827,C005,No,Neutral
EXP02828,CUST02828,C001,Yes,Neutral
EXP02829,CUST02829,C005,Yes,Neutral
EXP02830,CUST02830,C002,No,Neutral
EXP02831,CUST02831,C001,Yes,Neutral
EXP02832,CUST02832,C004,Yes,Positive
EXP02833,CUST02833,C004,No,Positive
EXP02834,CUST02834,C003,Yes,Positive
EXP02835,CUST02835,C004,No,Neutral
EXP02836,CUST02836,C002,Yes,Positive
EXP02837,CUST02837,C002,Yes,Neutral
EXP02838,CUST02838,C002,Yes,Negative
EXP02839,CUST02839,C003,Yes,Positive
EXP02840,CUST02840,C003,Yes,Positive
EXP02841,CUST02841,C004,Yes,Positive
EXP02842,CUST02842,C001,Yes,Neutral
EXP02843,CUST02843,C002,Yes,Positive
EXP02844,CUST02844,C001,No,Neutral
EXP02845,CUST02845,C003,Yes,Neutral
EXP02846,CUST02846,C002,Yes,Negative
EXP02847,CUST02847,C003,Yes,Negative
EXP02848,CUST02848,C003,Yes,Neutral
EXP02849,CUST02849,C001,No,Neutral
EXP02850,CUST02850,C005,Yes,Neutral
EXP02851,CUST02851,C002,No,Neutral
EXP02852,CUST02852,C004,Yes,Neutral
EXP02853,CUST02853,C001,Yes,Negative
EXP02854,CUST02854,C005,Yes,Positive
EXP02855,CUST02855,C005,Yes,Positive
EXP02856,CUST02856,C003,Yes,Negative
EXP02857,CUST02857,C005,No,Neutral
EXP02858,CUST02858,C004,Yes,Positive
EXP02859,CUST02859,C004,No,Neutral
EXP02860,CUST02860,C001,Yes,Neutral
EXP02861,CUST02861,C002,Yes,Positive
EXP02862,CUST02862,C005,Yes,Negative
EXP02863,CUST02863,C002,Yes,Negative
EXP02864,CUST02864,C004,Yes,Negative
EXP02865,CUST02865,C003,Yes,Positive
EXP02866,CUST02866,C002,Yes,Positive
EXP02867,CUST02867,C004,Yes,Neutral
EXP02868,CUST02868,C002,Yes,Negative
EXP02869,CUST02869,C002,No,Negative
EXP02870,CUST02870,C005,Yes,Negative
EXP02871,CUST02871,C003,No,Neutral
EXP02872,CUST02872,C004,Yes,Positive
EXP02873,CUST02873,C005,No,Neutral
EXP02874,CUST02874,C002,Yes,Positive
EXP02875,CUST02875,C005,Yes,Positive
EXP02876,CUST02876,C002,No,Neutral
EXP02877,CUST02877,C004,Yes,Positive
EXP02878,CUST02878,C003,Yes,Positive
EXP02879,CUST02879,C005,No,Positive
EXP02880,CUST02880,C004,Yes,Positive
EXP02881,CUST02881,C004,Yes,Positive
EXP02882,CUST02882,C004,No,Negative
EXP02883,CUST02883,C003,Yes,Negative
EXP02884,CUST02884,C005,Yes,Neutral
EXP02885,CUST02885,C003,No,Neutral
EXP02886,CUST02886,C001,Yes,Positive
EXP02887,CUST02887,C004,No,Neutral
EXP02888,CUST02888,C002,Yes,Positive
EXP02889,CUST02889,C001,No,Neutral
EXP02890,CUST02890,C003,Yes,Positive
EXP02891,CUST02891,C004,No,Neutral
EXP02892,CUST02892,C002,Yes,Negative
EXP02893,CUST02893,C004,Yes,Negative
EXP02894,CUST02894,C004,Yes,Neutral
EXP02895,CUST02895,C002,Yes,Positive
EXP02896,CUST02896,C001,No,Positive
EXP02897,CUST02897,C002,Yes,Positive
EXP02898,CUST02898,C005,Yes,Positive
EXP02899,CUST02899,C001,Yes,Positive
EXP02900,CUST02900,C003,Yes,Neutral
EXP02901,CUST02901,C005,Yes,Positive
EXP02902,CUST02902,C003,Yes,Neutral
EXP02903,CUST02903,C003,No,Neutral
EXP02904,CUST02904,C003,No,Neutral
EXP02905,CUST02905,C001,No,Neutral
EXP02906,CUST02906,C005,Yes,Neutral
EXP02907,CUST02907,C004,Yes,Neutral
EXP02908,CUST02908,C005,Yes,Positive
EXP02909,CUST02909,C005,Yes,Positive
EXP02910,CUST02910,C001,Yes,Negative
EXP02911,CUST02911,C001,Yes,Neutral
EXP02912,CUST02912,C005,Yes,Positive
EXP02913,CUST02913,C004,Yes,Neutral
EXP02914,CUST02914,C001,Yes,Neutral
EXP02915,CUST02915,C005,Yes,Neutral
EXP02916,CUST02916,C005,No,Neutral
EXP02917,CUST02917,C004,Yes,Neutral
EXP02918,CUST02918,C002,Yes,Negative
EXP02919,CUST02919,C004,Yes,Positive
EXP02920,CUST02920,C001,Yes,Positive
EXP02921,CUST02921,C001,Yes,Neutral
EXP02922,CUST02922,C002,Yes,Positive
EXP02923,CUST02923,C001,No,Positive
EXP02924,CUST02924,C001,Yes,Positive
EXP02925,CUST02925,C002,Yes,Positive
EXP02926,CUST02926,C002,Yes,Negative
EXP02927,CUST02927,C005,No,Neutral
EXP02928,CUST02928,C001,Yes,Positive
EXP02929,CUST02929,C001,No,Neutral
EXP02930,CUST02930,C003,No,Negative
EXP02931,CUST02931,C003,No,Neutral
EXP02932,CUST02932,C001,Yes,Positive
EXP02933,CUST02933,C003,Yes,Neutral
EXP02934,CUST02934,C005,No,Positive
EXP02935,CUST02935,C001,Yes,Positive
EXP02936,CUST02936,C004,Yes,Positive
EXP02937,CUST02937,C003,No,Negative
EXP02938,CUST02938,C004,Yes,Neutral
EXP02939,CUST02939,C002,Yes,Neutral
EXP02940,CUST02940,C001,Yes,Neutral
EXP02941,CUST02941,C004,Yes,Neutral
EXP02942,CUST02942,C002,No,Neutral
EXP02943,CUST02943,C003,Yes,Positive
EXP02944,CUST02944,C005,Yes,Positive
EXP02945,CUST02945,C003,Yes,Positive
EXP02946,CUST02946,C004,Yes,Positive
EXP02947,CUST02947,C003,Yes,Positive
EXP02948,CUST02948,C003,Yes,Positive
EXP02949,CUST02949,C004,Yes,Negative
EXP02950,CUST02950,C005,No,Neutral
EXP02951,CUST02951,C005,Yes,Positive
EXP02952,CUST02952,C001,Yes,Positive
EXP02953,CUST02953,C004,Yes,Positive
EXP02954,CUST02954,C001,Yes,Positive
EXP02955,CUST02955,C004,No,Negative
EXP02956,CUST02956,C005,No,Positive
EXP02957,CUST02957,C005,Yes,Positive
EXP02958,CUST02958,C005,No,Neutral
EXP02959,CUST02959,C002,Yes,Positive
EXP02960,CUST02960,C003,Yes,Positive
EXP02961,CUST02961,C005,Yes,Neutral
EXP02962,CUST02962,C001,Yes,Positive
EXP02963,CUST02963,C005,No,Neutral
EXP02964,CUST02964,C004,No,Neutral
EXP02965,CUST02965,C003,Yes,Positive
EXP02966,CUST02966,C001,No,Neutral
EXP02967,CUST02967,C003,Yes,Positive
EXP02968,CUST02968,C003,Yes,Positive
EXP02969,CUST02969,C001,No,Neutral
EXP02970,CUST02970,C002,Yes,Positive
EXP02971,CUST02971,C004,No,Neutral
EXP02972,CUST02972,C003,Yes,Negative
EXP02973,CUST02973,C002,Yes,Positive
EXP02974,CUST02974,C004,Yes,Positive
EXP02975,CUST02975,C001,Yes,Positive
EXP02976,CUST02976,C004,No,Neutral
EXP02977,CUST02977,C004,Yes,Positive
EXP02978,CUST02978,C005,Yes,Positive
EXP02979,CUST02979,C003,No,Negative
EXP02980,CUST02980,C004,Yes,Negative
EXP02981,CUST02981,C003,Yes,Neutral
EXP02982,CUST02982,C005,Yes,Positive
EXP02983,CUST02983,C004,Yes,Neutral
EXP02984,CUST02984,C004,Yes,Positive
EXP02985,CUST02985,C004,Yes,Neutral
EXP02986,CUST02986,C005,Yes,Negative
EXP02987,CUST02987,C005,No,Neutral
EXP02988,CUST02988,C005,Yes,Negative
EXP02989,CUST02989,C005,No,Negative
EXP02990,CUST02990,C005,Yes,Neutral
EXP02991,CUST02991,C003,No,Neutral
EXP02992,CUST02992,C002,Yes,Positive
EXP02993,CUST02993,C002,Yes,Positive
EXP02994,CUST02994,C004,Yes,Positive
EXP02995,CUST02995,C001,Yes,Positive
EXP02996,CUST02996,C004,Yes,Neutral
EXP02997,CUST02997,C004,Yes,Neutral
EXP02998,CUST02998,C001,Yes,Neutral
EXP02999,CUST02999,C005,Yes,Positive
EXP03000,CUST03000,C003,No,Negative
EXP03001,CUST03001,C005,Yes,Neutral
EXP03002,CUST03002,C005,Yes,Positive
EXP03003,CUST03003,C003,No,Neutral
EXP03004,CUST03004,C003,No,Positive
EXP03005,CUST03005,C004,Yes,Negative
EXP03006,CUST03006,C001,Yes,Positive
EXP03007,CUST03007,C001,Yes,Neutral
EXP03008,CUST03008,C003,Yes,Positive
EXP03009,CUST03009,C003,Yes,Positive
EXP03010,CUST03010,C005,Yes,Neutral
EXP03011,CUST03011,C005,Yes,Positive
EXP03012,CUST03012,C001,Yes,Neutral
EXP03013,CUST03013,C002,Yes,Neutral
EXP03014,CUST03014,C005,Yes,Neutral
EXP03015,CUST03015,C002,No,Negative
EXP03016,CUST03016,C003,Yes,Neutral
EXP03017,CUST03017,C003,No,Negative
EXP03018,CUST03018,C005,Yes,Positive
EXP03019,CUST03019,C002,No,Positive
EXP03020,CUST03020,C004,Yes,Positive
EXP03021,CUST03021,C003,Yes,Negative
EXP03022,CUST03022,C002,No,Neutral
EXP03023,CUST03023,C001,Yes,Negative
EXP03024,CUST03024,C001,No,Negative
EXP03025,CUST03025,C002,Yes,Negative
EXP03026,CUST03026,C001,Yes,Positive
EXP03027,CUST03027,C002,No,Positive
EXP03028,CUST03028,C001,No,Positive
EXP03029,CUST03029,C002,No,Neutral
EXP03030,CUST03030,C004,Yes,Positive
EXP03031,CUST03031,C002,No,Neutral
EXP03032,CUST03032,C002,Yes,Neutral
EXP03033,CUST03033,C005,No,Neutral
EXP03034,CUST03034,C002,No,Negative
EXP03035,CUST03035,C005,No,Positive
EXP03036,CUST03036,C004,Yes,Negative
EXP03037,CUST03037,C005,Yes,Neutral
EXP03038,CUST03038,C001,Yes,Positive
EXP03039,CUST03039,C005,No,Neutral
EXP03040,CUST03040,C002,Yes,Positive
EXP03041,CUST03041,C004,Yes,Positive
EXP03042,CUST03042,C005,Yes,Positive
EXP03043,CUST03043,C001,Yes,Positive
EXP03044,CUST03044,C001,No,Neutral
EXP03045,CUST03045,C005,Yes,Positive
EXP03046,CUST03046,C001,Yes,Positive
EXP03047,CUST03047,C003,Yes,Neutral
EXP03048,CUST03048,C003,No,Negative
EXP03049,CUST03049,C001,Yes,Positive
EXP03050,CUST03050,C003,Yes,Positive
EXP03051,CUST03051,C004,Yes,Positive
EXP03052,CUST03052,C001,No,Negative
EXP03053,CUST03053,C001,Yes,Positive
EXP03054,CUST03054,C005,Yes,Positive
EXP03055,CUST03055,C002,No,Negative
EXP03056,CUST03056,C005,Yes,Positive
EXP03057,CUST03057,C002,Yes,Neutral
EXP03058,CUST03058,C002,Yes,Positive
EXP03059,CUST03059,C005,Yes,Positive
EXP03060,CUST03060,C003,No,Positive
EXP03061,CUST03061,C001,No,Negative
EXP03062,CUST03062,C003,Yes,Positive
EXP03063,CUST03063,C003,Yes,Positive
EXP03064,CUST03064,C005,No,Neutral
EXP03065,CUST03065,C002,Yes,Positive
EXP03066,CUST03066,C003,Yes,Positive
EXP03067,CUST03067,C002,Yes,Positive
EXP03068,CUST03068,C003,Yes,Positive
EXP03069,CUST03069,C005,Yes,Positive
EXP03070,CUST03070,C002,Yes,Positive
EXP03071,CUST03071,C001,No,Neutral
EXP03072,CUST03072,C003,No,Neutral
EXP03073,CUST03073,C004,Yes,Positive
EXP03074,CUST03074,C001,Yes,Neutral
EXP03075,CUST03075,C005,Yes,Positive
EXP03076,CUST03076,C004,Yes,Positive
EXP03077,CUST03077,C005,No,Neutral
EXP03078,CUST03078,C002,Yes,Positive
EXP03079,CUST03079,C004,Yes,Neutral
EXP03080,CUST03080,C003,Yes,Neutral
EXP03081,CUST03081,C001,Yes,Negative
EXP03082,CUST03082,C003,Yes,Positive
EXP03083,CUST03083,C003,Yes,Positive
EXP03084,CUST03084,C001,Yes,Positive
EXP03085,CUST03085,C001,No,Positive
EXP03086,CUST03086,C005,No,Neutral
EXP03087,CUST03087,C004,Yes,Positive
EXP03088,CUST03088,C004,No,Negative
EXP03089,CUST03089,C003,Yes,Negative
EXP03090,CUST03090,C003,No,Positive
EXP03091,CUST03091,C004,Yes,Positive
EXP03092,CUST03092,C001,Yes,Positive
EXP03093,CUST03093,C005,No,Neutral
EXP03094,CUST03094,C002,No,Negative
EXP03095,CUST03095,C003,No,Negative
EXP03096,CUST03096,C005,Yes,Positive
EXP03097,CUST03097,C003,No,Neutral
EXP03098,CUST03098,C005,No,Negative
EXP03099,CUST03099,C001,Yes,Positive
EXP03100,CUST03100,C002,No,Negative
EXP03101,CUST03101,C002,Yes,Positive
EXP03102,CUST03102,C005,Yes,Positive
EXP03103,CUST03103,C002,No,Neutral
EXP03104,CUST03104,C002,Yes,Positive
EXP03105,CUST03105,C004,No,Negative
EXP03106,CUST03106,C003,Yes,Neutral
EXP03107,CUST03107,C001,Yes,Positive
EXP03108,CUST03108,C003,Yes,Neutral
EXP03109,CUST03109,C003,Yes,Neutral
EXP03110,CUST03110,C005,Yes,Positive
EXP03111,CUST03111,C004,No,Negative
EXP03112,CUST03112,C005,Yes,Positive
EXP03113,CUST03113,C001,Yes,Positive
EXP03114,CUST03114,C002,Yes,Neutral
EXP03115,CUST03115,C005,Yes,Positive
