Survey_ID,Customer_ID,Survey_Date,Brand_Awareness,Brand_Recall,Brand_Preference,Product_Quality,Service_Quality,Value_for_Money,Customer_Satisfaction,Recommend_Brand,Purchase_Intent
SURV00892,CUST00892,2025-06-05,Yes,UrbanCart,UrbanCart,3,3,3,3,6,Medium
SURV00893,CUST00893,2025-01-31,Yes,ValueHub,ShopEase,3,3,3,3,5,Medium
SURV00894,CUST00894,2025-11-10,Yes,NovaMart,UrbanCart,2,1,1,1,2,Very Low
SURV00895,CUST00895,2025-08-03,Yes,UrbanCart,NovaMart,4,3,3,3,7,Medium
SURV00896,CUST00896,2025-03-06,Yes,ValueHub,UrbanCart,3,1,2,2,3,Low
SURV00897,CUST00897,2025-07-26,Yes,MegaMart,ShopEase,4,4,3,4,7,High
SURV00898,CUST00898,2025-09-14,No,MegaMart,ValueHub,3,1,2,2,5,Low
SURV00899,CUST00899,2025-07-22,Yes,UrbanCart,MegaMart,4,3,3,3,5,Medium
SURV00900,CUST00900,2025-08-15,No,MegaMart,MegaMart,3,2,3,3,7,Medium
SURV00901,CUST00901,2025-02-15,Yes,ShopEase,NovaMart,2,2,3,2,5,Low
SURV00902,CUST00902,2025-08-12,Yes,ValueHub,ValueHub,4,4,4,4,7,High
SURV00903,CUST00903,2025-05-13,Yes,NovaMart,NovaMart,3,1,3,2,3,Low
SURV00904,CUST00904,2025-08-31,Yes,UrbanCart,MegaMart,3,3,3,3,7,Medium
SURV00905,CUST00905,2025-11-01,Yes,NovaMart,ValueHub,2,2,1,2,4,Low
SURV00906,CUST00906,2025-08-01,No,NovaMart,MegaMart,4,2,2,3,5,Medium
SURV00907,CUST00907,2025-03-05,Yes,MegaMart,UrbanCart,3,1,2,2,3,Low
SURV00908,CUST00908,2025-10-20,Yes,UrbanCart,ValueHub,2,2,1,2,4,Low
SURV00909,CUST00909,2025-03-27,No,UrbanCart,NovaMart,2,1,1,1,2,Very Low
SURV00910,CUST00910,2025-06-17,Yes,ShopEase,NovaMart,4,3,3,3,7,Medium
SURV00911,CUST00911,2025-01-02,Yes,UrbanCart,UrbanCart,4,4,4,4,9,High
SURV00912,CUST00912,2025-05-06,Yes,NovaMart,UrbanCart,4,2,1,2,4,Low
SURV00913,CUST00913,2025-01-27,Yes,MegaMart,ShopEase,4,2,2,3,5,Medium
SURV00914,CUST00914,2025-04-27,Yes,ValueHub,ShopEase,4,2,2,3,7,Medium
SURV00915,CUST00915,2025-03-14,Yes,MegaMart,ShopEase,5,5,5,5,10,Very High
SURV00916,CUST00916,2025-12-07,Yes,NovaMart,NovaMart,3,3,4,3,7,Medium
SURV00917,CUST00917,2025-12-21,Yes,ShopEase,NovaMart,4,4,4,4,7,High
SURV00918,CUST00918,2025-06-01,Yes,ValueHub,ShopEase,2,1,1,1,1,Very Low
SURV00919,CUST00919,2025-03-18,Yes,ValueHub,NovaMart,4,3,4,4,8,High
SURV00920,CUST00920,2025-07-05,Yes,NovaMart,MegaMart,2,2,1,2,4,Low
SURV00921,CUST00921,2025-05-04,Yes,UrbanCart,NovaMart,3,1,1,2,4,Low
SURV00922,CUST00922,2025-03-03,Yes,ValueHub,NovaMart,4,3,5,4,8,High
SURV00923,CUST00923,2025-07-26,Yes,MegaMart,MegaMart,4,2,3,3,5,Medium
SURV00924,CUST00924,2025-12-08,No,ShopEase,ShopEase,4,3,3,3,6,Medium
SURV00925,CUST00925,2025-08-21,Yes,MegaMart,ValueHub,3,2,3,3,6,Medium
SURV00926,CUST00926,2025-08-21,No,MegaMart,MegaMart,3,3,2,3,6,Medium
SURV00927,CUST00927,2025-01-26,Yes,UrbanCart,ValueHub,5,5,5,5,9,Very High
SURV00928,CUST00928,2025-02-06,Yes,MegaMart,UrbanCart,3,3,3,3,6,Medium
SURV00929,CUST00929,2025-01-15,Yes,MegaMart,ValueHub,3,2,3,3,6,Medium
SURV00930,CUST00930,2025-12-14,No,MegaMart,UrbanCart,5,4,4,4,7,High
SURV00931,CUST00931,2025-05-12,Yes,NovaMart,NovaMart,4,5,3,4,7,High
SURV00932,CUST00932,2025-09-10,No,UrbanCart,MegaMart,3,2,2,2,5,Low
SURV00933,CUST00933,2025-09-25,Yes,NovaMart,MegaMart,4,4,3,4,9,High
SURV00934,CUST00934,2025-06-12,Yes,UrbanCart,UrbanCart,5,5,5,5,10,Very High
SURV00935,CUST00935,2025-12-23,Yes,ValueHub,ValueHub,5,3,2,3,7,Medium
SURV00936,CUST00936,2025-11-14,Yes,ValueHub,NovaMart,3,2,2,2,5,Low
SURV00937,CUST00937,2025-10-16,Yes,UrbanCart,NovaMart,3,2,1,2,3,Low
SURV00938,CUST00938,2025-06-07,Yes,MegaMart,NovaMart,3,2,1,2,3,Low
SURV00939,CUST00939,2025-10-09,Yes,ValueHub,NovaMart,4,4,3,4,9,High
SURV00940,CUST00940,2025-12-06,Yes,ValueHub,NovaMart,5,4,4,4,7,High
SURV00941,CUST00941,2025-01-15,Yes,UrbanCart,UrbanCart,4,3,3,3,5,Medium
SURV00942,CUST00942,2025-08-28,No,ValueHub,NovaMart,3,4,2,3,6,Medium
SURV00943,CUST00943,2025-06-05,Yes,NovaMart,UrbanCart,3,2,3,3,7,Medium
SURV00944,CUST00944,2025-03-26,Yes,NovaMart,NovaMart,5,5,4,5,9,Very High
SURV00945,CUST00945,2025-09-19,Yes,NovaMart,MegaMart,3,2,1,2,4,Low
SURV00946,CUST00946,2025-03-10,Yes,ValueHub,UrbanCart,4,4,3,4,8,High
SURV00947,CUST00947,2025-01-17,Yes,MegaMart,NovaMart,5,4,3,4,8,High
SURV00948,CUST00948,2025-10-17,Yes,ShopEase,MegaMart,2,1,1,1,3,Very Low
SURV00949,CUST00949,2025-06-14,Yes,ShopEase,MegaMart,5,3,2,3,6,Medium
SURV00950,CUST00950,2025-04-12,Yes,ShopEase,MegaMart,3,2,3,3,7,Medium
SURV00951,CUST00951,2025-11-04,No,NovaMart,UrbanCart,3,2,3,3,5,Medium
SURV00952,CUST00952,2025-09-03,No,ShopEase,ShopEase,4,4,4,4,7,High
SURV00953,CUST00953,2025-04-03,Yes,NovaMart,ShopEase,2,2,2,2,3,Low
SURV00954,CUST00954,2025-08-19,Yes,MegaMart,ValueHub,1,1,1,1,3,Very Low
SURV00955,CUST00955,2025-04-12,Yes,MegaMart,UrbanCart,4,3,2,3,6,Medium
SURV00956,CUST00956,2025-07-24,Yes,ShopEase,MegaMart,3,3,2,3,5,Medium
SURV00957,CUST00957,2025-09-16,Yes,ShopEase,UrbanCart,4,3,2,3,6,Medium
SURV00958,CUST00958,2025-04-04,Yes,ShopEase,MegaMart,5,5,5,5,10,Very High
SURV00959,CUST00959,2025-04-16,Yes,ShopEase,ShopEase,3,2,2,2,4,Low
SURV00960,CUST00960,2025-05-14,Yes,ValueHub,UrbanCart,2,1,1,1,1,Very Low
SURV00961,CUST00961,2025-01-14,Yes,ShopEase,UrbanCart,4,3,3,3,6,Medium
SURV00962,CUST00962,2025-04-24,Yes,ValueHub,MegaMart,3,3,2,3,6,Medium
SURV00963,CUST00963,2025-08-20,Yes,ShopEase,ShopEase,3,2,2,2,4,Low
SURV00964,CUST00964,2025-10-01,Yes,MegaMart,NovaMart,3,4,3,3,6,Medium
SURV00965,CUST00965,2025-05-05,Yes,MegaMart,UrbanCart,3,2,2,2,5,Low
SURV00966,CUST00966,2025-03-16,Yes,NovaMart,MegaMart,4,5,3,4,7,High
SURV00967,CUST00967,2025-01-10,Yes,NovaMart,UrbanCart,2,2,2,2,4,Low
SURV00968,CUST00968,2025-08-11,No,NovaMart,NovaMart,1,1,1,1,2,Very Low
SURV00969,CUST00969,2025-06-22,Yes,ShopEase,MegaMart,2,1,1,1,3,Very Low
SURV00970,CUST00970,2025-09-22,Yes,MegaMart,ValueHub,2,2,1,2,4,Low
SURV00971,CUST00971,2025-01-20,Yes,ValueHub,NovaMart,1,1,1,1,3,Very Low
SURV00972,CUST00972,2025-10-20,No,ValueHub,NovaMart,4,3,4,4,8,High
SURV00973,CUST00973,2025-10-05,Yes,NovaMart,ValueHub,4,2,2,3,6,Medium
SURV00974,CUST00974,2025-09-09,Yes,ShopEase,ValueHub,3,1,1,2,3,Low
SURV00975,CUST00975,2025-10-21,Yes,MegaMart,MegaMart,3,3,1,2,3,Low
SURV00976,CUST00976,2025-04-02,Yes,ShopEase,ShopEase,3,2,2,2,4,Low
SURV00977,CUST00977,2025-01-24,Yes,MegaMart,ShopEase,4,4,4,4,9,High
SURV00978,CUST00978,2025-05-25,No,ShopEase,MegaMart,5,5,4,5,10,Very High
SURV00979,CUST00979,2025-12-20,Yes,MegaMart,NovaMart,2,2,2,2,3,Low
SURV00980,CUST00980,2025-04-15,Yes,ShopEase,MegaMart,5,5,5,5,9,Very High
SURV00981,CUST00981,2025-05-23,No,NovaMart,ShopEase,3,4,4,4,9,High
SURV00982,CUST00982,2025-05-13,Yes,ValueHub,UrbanCart,2,2,1,2,3,Low
SURV00983,CUST00983,2025-10-17,Yes,ValueHub,ValueHub,3,2,2,2,5,Low
SURV00984,CUST00984,2025-09-14,Yes,NovaMart,ValueHub,1,1,1,1,2,Very Low
SURV00985,CUST00985,2025-04-28,Yes,ShopEase,ValueHub,3,2,3,3,5,Medium
SURV00986,CUST00986,2025-02-04,No,ValueHub,ShopEase,5,5,5,5,9,Very High
SURV00987,CUST00987,2025-03-19,Yes,UrbanCart,UrbanCart,1,2,2,2,3,Low
SURV00988,CUST00988,2025-07-29,Yes,MegaMart,ShopEase,2,1,1,1,1,Very Low
SURV00989,CUST00989,2025-06-07,No,ShopEase,ShopEase,3,2,3,3,7,Medium
SURV00990,CUST00990,2025-04-08,No,MegaMart,ValueHub,2,2,3,2,5,Low
SURV00991,CUST00991,2025-03-17,Yes,ValueHub,ShopEase,3,4,4,4,8,High
SURV00992,CUST00992,2025-06-05,Yes,MegaMart,UrbanCart,5,5,5,5,10,Very High
SURV00993,CUST00993,2025-12-31,Yes,UrbanCart,ShopEase,2,1,1,1,3,Very Low
SURV00994,CUST00994,2025-10-23,Yes,NovaMart,NovaMart,4,3,2,3,7,Medium
SURV00995,CUST00995,2025-02-26,Yes,ValueHub,UrbanCart,5,4,5,5,10,Very High
SURV00996,CUST00996,2025-07-07,No,UrbanCart,ValueHub,4,4,3,4,8,High
SURV00997,CUST00997,2025-11-16,Yes,MegaMart,UrbanCart,3,4,4,4,8,High
SURV00998,CUST00998,2025-07-26,Yes,MegaMart,ValueHub,4,4,3,4,8,High
SURV00999,CUST00999,2025-08-02,Yes,ShopEase,MegaMart,3,3,2,3,7,Medium
SURV01000,CUST01000,2025-05-08,Yes,MegaMart,ShopEase,5,4,5,5,10,Very High
SURV01001,CUST01001,2025-02-26,Yes,NovaMart,NovaMart,4,2,2,3,6,Medium
SURV01002,CUST01002,2025-08-02,Yes,UrbanCart,ValueHub,5,3,5,4,7,High
SURV01003,CUST01003,2025-10-13,Yes,ShopEase,ShopEase,5,4,2,4,8,High
SURV01004,CUST01004,2025-06-27,Yes,NovaMart,MegaMart,3,2,2,2,5,Low
SURV01005,CUST01005,2025-05-31,Yes,NovaMart,ShopEase,3,2,4,3,6,Medium
SURV01006,CUST01006,2025-02-07,Yes,MegaMart,ValueHub,5,4,3,4,9,High
SURV01007,CUST01007,2025-06-11,Yes,ValueHub,NovaMart,4,3,4,4,8,High
SURV01008,CUST01008,2025-12-21,Yes,ShopEase,ValueHub,4,3,3,3,5,Medium
SURV01009,CUST01009,2025-04-07,No,ValueHub,MegaMart,3,2,3,3,5,Medium
SURV01010,CUST01010,2025-08-06,Yes,NovaMart,MegaMart,2,1,1,1,1,Very Low
SURV01011,CUST01011,2025-04-13,Yes,ShopEase,UrbanCart,2,1,2,2,5,Low
SURV01012,CUST01012,2025-12-01,Yes,ValueHub,NovaMart,3,2,2,2,5,Low
SURV01013,CUST01013,2025-07-24,Yes,ShopEase,ShopEase,4,5,4,4,8,High
SURV01014,CUST01014,2025-04-05,Yes,ShopEase,MegaMart,1,1,1,1,1,Very Low
SURV01015,CUST01015,2025-11-11,Yes,NovaMart,ShopEase,4,4,4,4,9,High
SURV01016,CUST01016,2025-08-02,Yes,MegaMart,MegaMart,4,4,4,4,8,High
SURV01017,CUST01017,2025-10-04,Yes,NovaMart,NovaMart,3,3,2,3,7,Medium
SURV01018,CUST01018,2025-08-14,Yes,NovaMart,NovaMart,3,2,1,2,3,Low
SURV01019,CUST01019,2025-12-03,No,ValueHub,UrbanCart,2,3,1,2,5,Low
SURV01020,CUST01020,2025-04-11,Yes,UrbanCart,ShopEase,3,3,3,3,5,Medium
SURV01021,CUST01021,2025-01-14,Yes,UrbanCart,UrbanCart,3,2,3,3,7,Medium
SURV01022,CUST01022,2025-08-02,Yes,MegaMart,MegaMart,3,3,2,3,5,Medium
SURV01023,CUST01023,2025-09-02,Yes,NovaMart,NovaMart,3,3,4,3,6,Medium
SURV01024,CUST01024,2025-12-31,Yes,MegaMart,NovaMart,4,3,4,4,7,High
SURV01025,CUST01025,2025-07-18,Yes,UrbanCart,ShopEase,4,3,2,3,5,Medium
SURV01026,CUST01026,2025-01-18,Yes,NovaMart,ValueHub,3,1,1,2,3,Low
SURV01027,CUST01027,2025-03-31,Yes,MegaMart,UrbanCart,3,3,1,2,5,Low
SURV01028,CUST01028,2025-10-12,Yes,NovaMart,MegaMart,3,2,1,2,4,Low
SURV01029,CUST01029,2025-01-01,Yes,UrbanCart,NovaMart,4,4,3,4,8,High
SURV01030,CUST01030,2025-07-04,No,ShopEase,UrbanCart,3,2,2,2,4,Low
SURV01031,CUST01031,2025-12-10,Yes,NovaMart,NovaMart,3,4,3,3,5,Medium
SURV01032,CUST01032,2025-04-28,Yes,ValueHub,ValueHub,3,2,1,2,5,Low
SURV01033,CUST01033,2025-08-31,Yes,UrbanCart,UrbanCart,4,4,4,4,9,High
SURV01034,CUST01034,2025-08-31,Yes,NovaMart,ShopEase,4,4,4,4,9,High
SURV01035,CUST01035,2025-01-28,Yes,NovaMart,ValueHub,4,3,3,3,5,Medium
SURV01036,CUST01036,2025-06-18,Yes,MegaMart,UrbanCart,3,2,1,2,5,Low
SURV01037,CUST01037,2025-04-01,Yes,ShopEase,NovaMart,3,2,2,2,5,Low
SURV01038,CUST01038,2025-04-17,No,MegaMart,NovaMart,3,2,3,3,6,Medium
SURV01039,CUST01039,2025-11-04,Yes,MegaMart,NovaMart,4,4,3,4,7,High
SURV01040,CUST01040,2025-12-16,Yes,NovaMart,NovaMart,4,3,4,4,9,High
SURV01041,CUST01041,2025-03-02,Yes,ValueHub,MegaMart,3,2,2,2,4,Low
SURV01042,CUST01042,2025-06-19,Yes,NovaMart,MegaMart,4,3,3,3,6,Medium
SURV01043,CUST01043,2025-10-09,Yes,ValueHub,MegaMart,4,4,4,4,7,High
SURV01044,CUST01044,2025-08-30,Yes,UrbanCart,ShopEase,3,3,3,3,6,Medium
SURV01045,CUST01045,2025-03-23,Yes,ValueHub,NovaMart,4,3,3,3,6,Medium
SURV01046,CUST01046,2025-09-23,Yes,MegaMart,ValueHub,5,5,5,5,9,Very High
SURV01047,CUST01047,2025-12-04,Yes,ValueHub,ShopEase,4,3,5,4,9,High
SURV01048,CUST01048,2025-01-07,Yes,ValueHub,NovaMart,4,3,1,3,5,Medium
SURV01049,CUST01049,2025-10-26,No,UrbanCart,UrbanCart,3,2,1,2,4,Low
SURV01050,CUST01050,2025-08-18,Yes,ValueHub,UrbanCart,4,4,5,4,9,High
SURV01051,CUST01051,2025-02-02,Yes,NovaMart,UrbanCart,4,3,2,3,6,Medium
SURV01052,CUST01052,2025-08-14,No,NovaMart,UrbanCart,3,2,2,2,4,Low
SURV01053,CUST01053,2025-07-19,No,ShopEase,NovaMart,2,1,1,1,2,Very Low
SURV01054,CUST01054,2025-10-20,Yes,MegaMart,ValueHub,1,1,1,1,1,Very Low
SURV01055,CUST01055,2025-11-07,Yes,UrbanCart,ValueHub,3,2,2,2,3,Low
SURV01056,CUST01056,2025-02-17,Yes,ShopEase,UrbanCart,1,1,2,1,1,Very Low
SURV01057,CUST01057,2025-04-21,Yes,MegaMart,MegaMart,1,1,1,1,3,Very Low
SURV01058,CUST01058,2025-04-13,No,MegaMart,UrbanCart,4,2,2,3,6,Medium
SURV01059,CUST01059,2025-10-31,Yes,UrbanCart,NovaMart,3,3,2,3,5,Medium
SURV01060,CUST01060,2025-05-11,Yes,ShopEase,NovaMart,4,4,3,4,9,High
SURV01061,CUST01061,2025-07-09,Yes,ShopEase,UrbanCart,2,1,1,1,3,Very Low
SURV01062,CUST01062,2025-09-12,Yes,UrbanCart,ShopEase,4,4,4,4,7,High
SURV01063,CUST01063,2025-09-13,Yes,ValueHub,UrbanCart,4,4,3,4,7,High
SURV01064,CUST01064,2025-09-14,No,ValueHub,UrbanCart,3,2,1,2,3,Low
SURV01065,CUST01065,2025-09-30,Yes,ShopEase,ShopEase,3,3,4,3,5,Medium
SURV01066,CUST01066,2025-02-23,No,ValueHub,ShopEase,3,3,3,3,5,Medium
SURV01067,CUST01067,2025-05-30,Yes,UrbanCart,ShopEase,4,4,3,4,9,High
SURV01068,CUST01068,2025-06-20,Yes,NovaMart,UrbanCart,5,4,5,5,10,Very High
SURV01069,CUST01069,2025-08-04,No,MegaMart,UrbanCart,3,3,3,3,6,Medium
SURV01070,CUST01070,2025-07-18,No,UrbanCart,UrbanCart,3,3,2,3,6,Medium
SURV01071,CUST01071,2025-01-22,Yes,ShopEase,ShopEase,3,3,1,2,4,Low
SURV01072,CUST01072,2025-07-04,Yes,UrbanCart,MegaMart,3,1,2,2,5,Low
SURV01073,CUST01073,2025-11-21,Yes,ShopEase,ShopEase,2,1,1,1,1,Very Low
SURV01074,CUST01074,2025-03-24,Yes,NovaMart,UrbanCart,5,4,3,4,8,High
SURV01075,CUST01075,2025-03-07,Yes,ValueHub,UrbanCart,4,4,4,4,9,High
SURV01076,CUST01076,2025-06-25,Yes,ValueHub,UrbanCart,4,4,5,4,7,High
SURV01077,CUST01077,2025-08-07,Yes,UrbanCart,MegaMart,3,1,1,2,5,Low
SURV01078,CUST01078,2025-01-11,Yes,NovaMart,UrbanCart,4,5,4,4,8,High
SURV01079,CUST01079,2025-11-27,Yes,UrbanCart,ValueHub,3,3,3,3,6,Medium
SURV01080,CUST01080,2025-07-22,Yes,ValueHub,ShopEase,5,3,2,3,6,Medium
SURV01081,CUST01081,2025-11-10,No,ShopEase,ShopEase,5,3,3,4,7,High
SURV01082,CUST01082,2025-02-16,Yes,ShopEase,NovaMart,4,5,4,4,7,High
SURV01083,CUST01083,2025-04-16,Yes,ShopEase,MegaMart,2,2,1,2,4,Low
SURV01084,CUST01084,2025-08-01,Yes,ValueHub,ValueHub,3,2,2,2,5,Low
SURV01085,CUST01085,2025-07-23,Yes,MegaMart,MegaMart,3,3,3,3,5,Medium
SURV01086,CUST01086,2025-06-22,Yes,NovaMart,ValueHub,3,4,3,3,7,Medium
SURV01087,CUST01087,2025-02-18,No,UrbanCart,MegaMart,3,4,4,4,9,High
SURV01088,CUST01088,2025-03-21,Yes,ValueHub,ShopEase,3,2,2,2,3,Low
SURV01089,CUST01089,2025-07-10,Yes,NovaMart,MegaMart,5,5,5,5,10,Very High
SURV01090,CUST01090,2025-11-07,Yes,MegaMart,ShopEase,4,3,3,3,6,Medium
SURV01091,CUST01091,2025-12-08,Yes,NovaMart,UrbanCart,4,4,4,4,8,High
SURV01092,CUST01092,2025-04-11,Yes,NovaMart,ShopEase,4,3,4,4,7,High
SURV01093,CUST01093,2025-08-29,Yes,ShopEase,ValueHub,4,3,4,4,7,High
SURV01094,CUST01094,2025-12-17,Yes,UrbanCart,UrbanCart,5,5,5,5,9,Very High
SURV01095,CUST01095,2025-06-29,Yes,UrbanCart,ValueHub,3,1,1,2,4,Low
SURV01096,CUST01096,2025-07-27,Yes,ShopEase,ShopEase,3,2,3,3,7,Medium
SURV01097,CUST01097,2025-02-06,No,ValueHub,UrbanCart,3,2,3,3,5,Medium
SURV01098,CUST01098,2025-08-27,Yes,ShopEase,UrbanCart,4,2,3,3,6,Medium
SURV01099,CUST01099,2025-01-25,Yes,ValueHub,ShopEase,3,1,2,2,3,Low
SURV01100,CUST01100,2025-05-19,Yes,MegaMart,ShopEase,2,1,2,2,4,Low
SURV01101,CUST01101,2025-11-05,Yes,ValueHub,ValueHub,3,3,3,3,6,Medium
SURV01102,CUST01102,2025-12-03,Yes,NovaMart,NovaMart,2,2,1,2,3,Low
SURV01103,CUST01103,2025-06-11,Yes,MegaMart,NovaMart,2,1,1,1,1,Very Low
SURV01104,CUST01104,2025-01-15,Yes,ValueHub,ValueHub,4,3,2,3,5,Medium
SURV01105,CUST01105,2025-02-27,Yes,UrbanCart,ValueHub,5,5,4,5,9,Very High
SURV01106,CUST01106,2025-02-08,Yes,ValueHub,ValueHub,3,2,1,2,3,Low
SURV01107,CUST01107,2025-03-03,Yes,ValueHub,UrbanCart,5,4,5,5,9,Very High
SURV01108,CUST01108,2025-04-04,Yes,ShopEase,ValueHub,2,1,1,1,1,Very Low
SURV01109,CUST01109,2025-03-25,Yes,UrbanCart,NovaMart,4,3,3,3,5,Medium
SURV01110,CUST01110,2025-08-04,Yes,ShopEase,NovaMart,4,2,3,3,5,Medium
SURV01111,CUST01111,2025-06-25,Yes,ValueHub,NovaMart,3,4,4,4,9,High
SURV01112,CUST01112,2025-07-05,Yes,UrbanCart,UrbanCart,2,3,1,2,5,Low
SURV01113,CUST01113,2025-09-25,Yes,MegaMart,ValueHub,4,5,3,4,8,High
SURV01114,CUST01114,2025-05-30,Yes,ShopEase,ValueHub,2,1,1,1,3,Very Low
SURV01115,CUST01115,2025-09-15,Yes,UrbanCart,NovaMart,3,3,3,3,5,Medium
SURV01116,CUST01116,2025-12-17,Yes,ValueHub,UrbanCart,3,2,3,3,6,Medium
SURV01117,CUST01117,2025-11-26,Yes,NovaMart,NovaMart,3,4,2,3,6,Medium
SURV01118,CUST01118,2025-05-07,Yes,ValueHub,UrbanCart,3,3,3,3,6,Medium
SURV01119,CUST01119,2025-03-05,No,ShopEase,ValueHub,4,3,4,4,8,High
SURV01120,CUST01120,2025-04-24,Yes,NovaMart,UrbanCart,4,3,4,4,9,High
SURV01121,CUST01121,2025-11-02,Yes,MegaMart,ValueHub,4,2,2,3,7,Medium
SURV01122,CUST01122,2025-11-13,Yes,NovaMart,UrbanCart,3,1,2,2,5,Low
SURV01123,CUST01123,2025-10-03,Yes,ValueHub,ShopEase,5,5,5,5,9,Very High
SURV01124,CUST01124,2025-12-05,Yes,ValueHub,ValueHub,3,3,3,3,7,Medium
SURV01125,CUST01125,2025-09-28,No,MegaMart,UrbanCart,4,3,4,4,7,High
SURV01126,CUST01126,2025-06-30,Yes,ShopEase,ValueHub,4,3,3,3,5,Medium
SURV01127,CUST01127,2025-01-10,Yes,ValueHub,ShopEase,5,5,5,5,10,Very High
SURV01128,CUST01128,2025-02-12,Yes,ShopEase,ValueHub,4,3,5,4,8,High
SURV01129,CUST01129,2025-10-12,Yes,ValueHub,UrbanCart,4,3,4,4,7,High
SURV01130,CUST01130,2025-03-11,Yes,ValueHub,MegaMart,3,2,1,2,5,Low
SURV01131,CUST01131,2025-04-03,Yes,UrbanCart,MegaMart,3,2,2,2,3,Low
SURV01132,CUST01132,2025-09-23,No,MegaMart,UrbanCart,3,3,3,3,5,Medium
SURV01133,CUST01133,2025-07-03,Yes,NovaMart,NovaMart,3,3,2,3,5,Medium
SURV01134,CUST01134,2025-01-06,Yes,UrbanCart,ShopEase,1,1,3,2,4,Low
SURV01135,CUST01135,2025-12-19,Yes,ValueHub,ValueHub,4,2,3,3,5,Medium
SURV01136,CUST01136,2025-11-30,Yes,MegaMart,MegaMart,3,3,1,2,4,Low
SURV01137,CUST01137,2025-07-23,Yes,NovaMart,ShopEase,4,4,3,4,7,High
SURV01138,CUST01138,2025-08-23,Yes,ValueHub,NovaMart,4,4,3,4,8,High
SURV01139,CUST01139,2025-05-21,Yes,ShopEase,UrbanCart,3,3,3,3,6,Medium
SURV01140,CUST01140,2025-07-22,Yes,UrbanCart,UrbanCart,3,2,2,2,3,Low
SURV01141,CUST01141,2026-01-01,Yes,ValueHub,UrbanCart,5,5,4,5,10,Very High
SURV01142,CUST01142,2025-11-09,Yes,NovaMart,ValueHub,2,2,2,2,4,Low
SURV01143,CUST01143,2025-01-05,No,ShopEase,ShopEase,3,1,1,2,4,Low
SURV01144,CUST01144,2025-12-27,No,ShopEase,UrbanCart,3,1,1,2,5,Low
SURV01145,CUST01145,2025-02-21,Yes,ValueHub,UrbanCart,4,3,3,3,6,Medium
SURV01146,CUST01146,2025-07-14,Yes,MegaMart,ValueHub,2,2,2,2,3,Low
SURV01147,CUST01147,2025-08-22,Yes,ValueHub,ShopEase,2,2,1,2,3,Low
SURV01148,CUST01148,2025-09-20,Yes,ShopEase,MegaMart,3,3,2,3,7,Medium
SURV01149,CUST01149,2025-07-26,Yes,NovaMart,UrbanCart,3,3,1,2,3,Low
SURV01150,CUST01150,2025-02-02,Yes,NovaMart,UrbanCart,3,3,1,2,3,Low
SURV01151,CUST01151,2025-05-30,Yes,NovaMart,ShopEase,2,1,1,1,2,Very Low
SURV01152,CUST01152,2025-03-23,Yes,UrbanCart,UrbanCart,3,2,1,2,3,Low
SURV01153,CUST01153,2025-08-25,Yes,MegaMart,ValueHub,2,2,1,2,5,Low
SURV01154,CUST01154,2025-11-07,Yes,MegaMart,NovaMart,3,3,3,3,6,Medium
SURV01155,CUST01155,2025-10-21,Yes,ValueHub,ShopEase,4,4,4,4,7,High
SURV01156,CUST01156,2025-07-30,Yes,UrbanCart,MegaMart,5,4,4,4,7,High
SURV01157,CUST01157,2025-12-30,Yes,MegaMart,NovaMart,4,3,3,3,6,Medium
SURV01158,CUST01158,2025-03-16,Yes,ValueHub,MegaMart,3,2,3,3,5,Medium
SURV01159,CUST01159,2025-11-02,No,NovaMart,ShopEase,2,2,1,2,4,Low
SURV01160,CUST01160,2025-09-01,Yes,ShopEase,ValueHub,4,3,2,3,7,Medium
SURV01161,CUST01161,2025-08-31,Yes,NovaMart,UrbanCart,2,3,3,3,5,Medium
SURV01162,CUST01162,2025-05-03,Yes,UrbanCart,MegaMart,2,1,1,1,2,Very Low
SURV01163,CUST01163,2025-04-24,Yes,MegaMart,MegaMart,2,1,2,2,3,Low
SURV01164,CUST01164,2025-12-03,Yes,UrbanCart,UrbanCart,3,2,2,2,3,Low
SURV01165,CUST01165,2025-06-22,Yes,ValueHub,UrbanCart,3,3,1,2,4,Low
SURV01166,CUST01166,2025-01-25,No,NovaMart,NovaMart,3,2,2,2,4,Low
SURV01167,CUST01167,2025-10-31,Yes,ShopEase,ValueHub,3,3,3,3,5,Medium
SURV01168,CUST01168,2025-01-12,Yes,ValueHub,MegaMart,3,3,2,3,5,Medium
SURV01169,CUST01169,2025-01-10,Yes,MegaMart,MegaMart,4,4,3,4,9,High
SURV01170,CUST01170,2025-09-05,No,UrbanCart,ValueHub,3,2,1,2,4,Low
SURV01171,CUST01171,2025-10-14,Yes,UrbanCart,ValueHub,3,4,3,3,7,Medium
SURV01172,CUST01172,2025-11-24,Yes,NovaMart,ShopEase,4,5,4,4,8,High
SURV01173,CUST01173,2025-09-03,Yes,MegaMart,MegaMart,3,4,2,3,7,Medium
SURV01174,CUST01174,2025-12-19,Yes,MegaMart,ValueHub,5,5,4,5,9,Very High
SURV01175,CUST01175,2025-01-20,No,UrbanCart,ValueHub,3,1,1,2,5,Low
SURV01176,CUST01176,2025-08-25,Yes,ValueHub,ShopEase,4,4,3,4,8,High
SURV01177,CUST01177,2025-05-28,No,UrbanCart,ShopEase,4,3,3,3,7,Medium
